datetime,target,configuration,data_set,schema,world_size,com_interval,runtime_ms,runtime_vi_ms,rss_max_rank0_kb,rss_sum_all_kb,rss_min_all_kb,rss_max_all_kb,steps_total,eps_global,jdiff_maxnorm,jdiff_l2norm,jdiff_mse
2022-01-25_02:05:23,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,7143,6536,43404,380200,23828,43404,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:05:32,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,7296,6721,43452,380300,23844,43452,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:05:41,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,7239,6689,43724,381280,23928,43724,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:05:50,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,7197,6542,43724,381972,24000,43724,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:05:59,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7217,6904,33792,459476,32580,33792,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:06:08,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7355,6971,34108,460068,32564,34108,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:06:17,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7299,6979,34124,459204,32364,34124,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:06:26,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7495,7157,33976,460000,32420,33976,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:06:35,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7158,6792,34112,459836,32548,34112,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:06:44,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,10187,9862,33760,460196,32592,33760,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:06:55,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,9949,9665,33720,460636,32580,33720,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:07:06,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,9987,9707,33760,459788,32532,33760,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:07:17,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,9629,9353,33952,459980,32560,33952,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:07:28,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,9282,8992,33776,459468,32512,33776,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:07:38,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,9527,9044,43556,380812,23876,43556,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:07:48,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,10122,9643,43512,380528,23888,43512,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:07:59,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,10231,9678,43636,380688,23788,43636,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:08:11,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,9806,9322,43448,381308,23928,43448,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:08:21,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,9963,9472,43636,381108,23876,43636,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:08:32,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10111,9818,33820,459072,32508,33820,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:08:43,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10934,10651,33752,458684,32560,33752,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:08:55,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10768,10489,33708,458304,32432,33708,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:09:07,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,11045,10756,33692,458872,32464,33692,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:09:19,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10593,10310,33992,458736,32476,33992,3584,0.000000,0.150391,1.815507,0.000033
2022-01-25_02:09:31,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,14,64,17263,16986,34024,459576,32396,34024,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:09:49,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,14,64,17153,16876,34008,460768,32532,34008,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:10:07,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,14,64,17262,16975,34016,460360,32552,34016,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:10:25,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,14,64,16830,16553,33772,460488,32600,33772,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:10:43,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,14,64,17100,16826,33836,460272,32604,33836,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:11:01,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,14,64,16664,16169,43516,381084,23956,43516,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:11:19,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,14,64,16417,15890,43448,381044,23880,43448,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:11:36,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,14,64,16837,16346,43520,381224,23944,43520,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:11:54,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,14,64,16804,16333,43456,380828,24028,43456,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:12:12,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,14,64,17324,16772,43504,380780,23884,43504,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:12:30,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,14,64,17638,17354,33720,458684,32524,33720,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:12:49,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,14,64,17724,17437,34024,459200,32500,34024,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:13:07,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,14,64,18054,17772,33780,457904,32420,33780,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:13:26,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,14,64,16699,16415,33708,459416,32644,33708,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:13:44,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,14,64,16990,16707,33964,458664,32504,33964,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:14:02,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,14,1,4886,4587,33940,460204,32620,33940,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:08,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,14,1,3925,3634,33820,460044,32576,33820,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:13,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,14,1,4119,3845,33728,459932,32592,33728,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:18,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,14,1,4862,4582,33788,459944,32572,33788,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:24,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,14,1,4137,3862,33680,460504,32664,33680,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:29,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,14,1,4517,4008,43692,381184,23852,43692,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:34,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,14,1,5018,4531,43788,381032,23852,43788,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:40,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,14,1,6212,5687,43856,381604,23924,43856,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:47,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,14,1,4476,3975,43784,381224,23940,43784,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:53,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,14,1,4337,3844,43496,380880,23908,43496,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:14:58,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,14,1,5148,4867,33808,459048,32556,33808,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:15:04,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,14,1,5155,4875,33748,458516,32420,33748,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:15:10,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,14,1,5106,4830,33436,458756,32568,33436,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:15:16,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,14,1,5108,4828,33864,459128,32472,33864,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:15:22,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,14,1,5097,4809,34020,459072,32588,34020,270,0.000000,0.024414,0.494820,0.000002
2022-01-25_02:15:28,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,14,2,3460,3181,33784,459384,32476,33784,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:15:33,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,14,2,3118,2826,33500,459900,32564,33500,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:15:37,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,14,2,3289,3015,33776,460360,32612,33776,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:15:41,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,14,2,3241,2966,33856,459516,32528,33856,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:15:45,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,14,2,3759,3480,33804,459324,32492,33804,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:15:50,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,28,2,3079,2513,44260,739856,23972,44260,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:15:54,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,28,2,2467,1951,43716,738988,23832,43716,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:15:57,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,28,2,2955,2447,43848,739064,23952,43848,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:16:02,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,28,2,2514,1943,43788,739308,23988,43788,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:16:05,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,28,2,2504,1973,43916,738980,23944,43916,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:16:08,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,28,2,3185,2893,34496,922412,32416,34496,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:16:13,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,28,2,3106,2824,34340,922036,32544,34340,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:16:17,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,28,2,3166,2880,34176,921820,32572,34176,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:16:21,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,28,2,3133,2852,33984,921312,32432,33984,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:16:25,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,28,2,3149,2870,34644,923312,32540,34644,312,0.000000,0.106445,1.207430,0.000015
2022-01-25_02:16:29,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,28,4,2305,2030,34024,922912,32668,34024,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:16:32,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,28,4,2872,2583,34312,923200,32780,34312,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:16:36,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,28,4,2261,1984,34236,923648,32680,34236,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:16:39,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,28,4,2355,2072,34260,922600,32544,34260,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:16:42,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,28,4,2530,2251,34232,923052,32644,34232,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:16:46,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,28,4,2494,1977,43868,739348,23796,43868,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:16:49,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,28,4,2632,2126,43776,738652,23884,43776,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:16:53,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,28,4,2668,2059,43860,739372,23908,43860,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:16:56,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,28,4,2835,2289,43756,739044,23984,43756,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:17:00,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,28,4,2804,2291,43816,739368,24008,43816,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:17:04,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,28,4,3049,2767,34300,923384,32680,34300,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:17:08,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,28,4,3030,2746,34484,921104,32516,34484,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:17:12,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,28,4,3006,2721,34208,921132,32640,34208,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:17:16,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,28,4,3004,2731,34440,922508,32580,34440,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:17:20,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,28,4,3061,2786,34324,923116,32488,34324,516,0.000000,0.120605,1.199087,0.000014
2022-01-25_02:17:24,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,28,8,2860,2567,34120,921972,32604,34120,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:17:28,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,28,8,3868,3574,34008,921104,32644,34008,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:17:33,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,28,8,2928,2654,34060,922064,32644,34060,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:17:37,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,28,8,3224,2940,34028,921976,32576,34028,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:17:41,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,28,8,2869,2590,34452,923096,32688,34452,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:17:45,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,28,8,3089,2579,43796,738164,23932,43796,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:17:49,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,28,8,3177,2668,43900,738888,23784,43900,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:17:53,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,28,8,2997,2490,43912,739000,23912,43912,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:17:57,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,28,8,3294,2777,43584,737596,23848,43584,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:18:01,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,28,8,3340,2752,43920,739652,24008,43920,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:18:05,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,28,8,3576,3291,34216,921904,32504,34216,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:18:10,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,28,8,3587,3303,34224,921920,32592,34224,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:18:14,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,28,8,3485,3203,34196,921984,32376,34196,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:18:19,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,28,8,3623,3339,34244,921308,32576,34244,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:18:23,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,28,8,3487,3199,34352,922756,32552,34352,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:18:28,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,28,16,4116,3829,34012,923412,32628,34012,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:18:33,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,28,16,3916,3636,34248,922536,32736,34248,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:18:38,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,28,16,3585,3305,34168,922892,32600,34168,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:18:43,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,28,16,3846,3567,33976,923272,32740,33976,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:18:47,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,28,16,3778,3492,34068,922112,32540,34068,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:18:52,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,28,16,3905,3393,43792,738236,23676,43792,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:18:57,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,28,16,4241,3726,43868,738892,23912,43868,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:02,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,28,16,3871,3359,43896,738616,24036,43896,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:07,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,28,16,3962,3447,43920,738964,23992,43920,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:12,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,28,16,4074,3455,43992,739032,24028,43992,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:17,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,28,16,4417,4131,34560,923352,32616,34560,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:23,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,28,16,4414,4132,34540,922084,32564,34540,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:28,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,28,16,4359,4070,34048,921128,32536,34048,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:33,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,28,16,4394,4116,34368,922492,32468,34368,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:39,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,28,16,4363,4078,34384,924004,32672,34384,1872,0.000000,0.100586,1.214854,0.000015
2022-01-25_02:19:44,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,28,32,5396,5118,34248,921680,32688,34248,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:19:50,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,28,32,5486,5209,34032,922740,32664,34032,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:19:57,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,28,32,5460,5176,33984,921584,32616,33984,3584,0.000000,0.150391,1.815552,0.000033
2022-01-25_02:20:03,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,28,32,5774,5492,34460,923008,32576,34460,3584,0.000000,0.150391,1.815552,0.000033
